"TAG","TIME","X","Y","n_X","n_Y","geometry","surface_type_combined"
229,"2021-04-28 02:13:55.054",236872.0502205527,715911.8772380432,35.38983470329623,32.53726000773699,"POINT (35.38983470329623 32.53726000773699)","rural"
220,"2021-04-28 02:13:55.716",242592.82575209116,718300.0434131535,35.4507917997147,32.55869011050802,"POINT (35.4507917997147 32.55869011050802)","rural"
167,"2021-04-28 02:13:55.018",243349.08548420668,713297.111869172,35.45871699876713,32.5135614335911,"POINT (35.45871699876713 32.5135614335911)","rural"
167,"2021-04-28 02:13:55.018",243349.08548420668,713297.111869172,35.45871699876713,32.5135614335911,"POINT (35.45871699876713 32.5135614335911)","rural"
425,"2021-04-28 02:13:55.659",237983.3479282863,714991.5757375422,35.401646475556106,32.528943391573904,"POINT (35.401646475556106 32.528943391573904)","unknown"
201,"2021-04-28 02:13:56.615",245224.4956299828,709986.2015486651,35.478585047253176,32.48366409928796,"POINT (35.478585047253176 32.48366409928796)","urban"
405,"2021-04-28 02:13:56.441",242084.2377950738,720914.3927402748,35.445439587680724,32.58227471873842,"POINT (35.445439587680724 32.58227471873842)","water"
225,"2021-04-28 02:13:57.470",239168.10874187268,717704.5783864252,35.414314146178235,32.55338683809428,"POINT (35.414314146178235 32.55338683809428)","rural"
231,"2021-04-28 02:13:57.772",242248.29560811876,713935.5858060344,35.44701753069955,32.519341865687615,"POINT (35.44701753069955 32.519341865687615)","rural"
231,"2021-04-28 02:13:57.772",242248.29560811876,713935.5858060344,35.44701753069955,32.519341865687615,"POINT (35.44701753069955 32.519341865687615)","unknown"
429,"2021-04-28 02:13:57.663",241772.85847152324,714297.1967574446,35.44196603898583,32.52261226790814,"POINT (35.44196603898583 32.52261226790814)","rural"
430,"2021-04-28 02:13:57.447",243023.14172315667,714434.6936333253,35.455276705752574,32.52382627747496,"POINT (35.455276705752574 32.52382627747496)","unknown"
323,"2021-04-28 02:13:58.079",238677.56403041971,714903.1411448774,35.40903400404828,32.52813414677313,"POINT (35.40903400404828 32.52813414677313)","rural"
325,"2021-04-28 02:13:58.363",238184.09072266484,715250.2710959559,35.40378836401359,32.53127275197312,"POINT (35.40378836401359 32.53127275197312)","rural"
423,"2021-04-28 02:13:58.707",240296.56044937932,717349.2262487691,35.42632090659462,32.55016190936503,"POINT (35.42632090659462 32.55016190936503)","unknown"
428,"2021-04-28 02:13:58.497",241373.88834027015,717339.153778365,35.437790581261986,32.55005031613229,"POINT (35.437790581261986 32.55005031613229)","urban"
19,"2021-04-28 02:13:58.225",243379.08314627167,717648.111714485,35.45914696005012,32.552794817635096,"POINT (35.45914696005012 32.552794817635096)","rural"
378,"2021-04-28 02:13:59.882",240827.38383917877,713458.9071458763,35.43188395278929,32.515071775488835,"POINT (35.43188395278929 32.515071775488835)","urban"
228,"2021-04-28 02:13:59.291",242540.4770511185,716721.7833985817,35.45019562180717,32.54445967717612,"POINT (35.45019562180717 32.54445967717612)","rural"
425,"2021-04-28 02:13:59.659",237983.363214229,714987.8247453533,35.40164656435331,32.528909567548,"POINT (35.40164656435331 32.528909567548)","unknown"
407,"2021-04-28 02:13:59.302",241172.9716667802,715045.2047420673,35.43559849146465,32.52936915455054,"POINT (35.43559849146465 32.52936915455054)","water"
310,"2021-04-28 02:14:00.720",237725.7799992066,714779.9218031934,35.39890077210135,32.52703911633892,"POINT (35.39890077210135 32.52703911633892)","rural"
144,"2021-04-28 02:14:00.157",238169.8931142046,715282.7626815086,35.40363788542838,32.53156597724062,"POINT (35.40363788542838 32.53156597724062)","rural"
145,"2021-04-28 02:14:00.065",244295.09804438875,713005.7599456394,35.46877704603637,32.5109134808983,"POINT (35.46877704603637 32.5109134808983)","rural"
21,"2021-04-28 02:14:00.651",246125.42956814863,713407.9932102701,35.48826676098601,32.51449808139504,"POINT (35.48826676098601 32.51449808139504)","unknown"
25,"2021-04-28 02:14:00.079",239686.57736598316,713905.5752938808,35.41975252784276,32.51912088081992,"POINT (35.41975252784276 32.51912088081992)","rural"
363,"2021-04-28 02:14:01.029",240931.19752093824,714077.3716406991,35.43300290583107,32.520646642798646,"POINT (35.43300290583107 32.520646642798646)","urban"
161,"2021-04-28 02:14:01.049",240421.2418705608,718189.0701246336,35.42766709225815,32.5577326293893,"POINT (35.42766709225815 32.5577326293893)","water"
163,"2021-04-28 02:14:01.662",240651.7867386205,713750.8818244529,35.43002173939756,32.51770796051402,"POINT (35.43002173939756 32.51770796051402)","urban"
429,"2021-04-28 02:14:01.663",241763.13803141672,714283.8680521839,35.44186226462734,32.52249227470135,"POINT (35.44186226462734 32.52249227470135)","rural"
430,"2021-04-28 02:14:01.446",243022.3412985086,714432.7547255418,35.455268137848805,32.52380881082906,"POINT (35.455268137848805 32.52380881082906)","unknown"
238,"2021-04-28 02:14:02.704",240642.99291025853,713781.2545691306,35.429928832389265,32.517982008054304,"POINT (35.429928832389265 32.517982008054304)","urban"
239,"2021-04-28 02:14:02.222",242367.66411301453,714776.2156816471,35.448308444181805,32.52691959259273,"POINT (35.448308444181805 32.52691959259273)","unknown"
423,"2021-04-28 02:14:02.707",240304.5002565776,717350.7141296729,35.42640547183765,32.55017517672003,"POINT (35.42640547183765 32.55017517672003)","unknown"
428,"2021-04-28 02:14:02.497",241380.43298752196,717367.3817695641,35.43786091843522,32.5503047251895,"POINT (35.43786091843522 32.5503047251895)","urban"
241,"2021-04-28 02:14:03.457",242722.70071900997,713107.7866826518,35.45204614608783,32.5118675343978,"POINT (35.45204614608783 32.5118675343978)","rural"
376,"2021-04-28 02:14:03.522",237257.6062820759,720023.191204029,35.39401693812693,32.57432664257444,"POINT (35.39401693812693 32.57432664257444)","unknown"
229,"2021-04-28 02:14:03.054",236838.68604935647,715939.4239940144,35.38948004663025,32.537508927753024,"POINT (35.38948004663025 32.537508927753024)","rural"
220,"2021-04-28 02:14:03.716",242590.12896874265,718290.8596164346,35.45076285911112,32.558607354523474,"POINT (35.45076285911112 32.558607354523474)","rural"
167,"2021-04-28 02:14:03.018",243339.4338271176,713308.7197397208,35.45861457761544,32.51366631252289,"POINT (35.45861457761544 32.51366631252289)","rural"
167,"2021-04-28 02:14:03.018",243339.4338271176,713308.7197397208,35.45861457761544,32.51366631252289,"POINT (35.45861457761544 32.51366631252289)","rural"
425,"2021-04-28 02:14:03.659",237984.620236338,714985.617817638,35.40165990078898,32.52888964606552,"POINT (35.40165990078898 32.52888964606552)","unknown"
201,"2021-04-28 02:14:04.615",245268.6911808855,709985.9774763385,35.47905522674528,32.48366105365698,"POINT (35.47905522674528 32.48366105365698)","urban"
201,"2021-04-28 02:14:04.615",245268.6911808855,709985.9774763385,35.47905522674528,32.48366105365698,"POINT (35.47905522674528 32.48366105365698)","urban"
405,"2021-04-28 02:14:04.440",242083.23524478253,720939.4057078883,35.44542951359024,32.58250028572956,"POINT (35.44542951359024 32.58250028572956)","rural"
225,"2021-04-28 02:14:05.469",239172.277843998,717701.5639225255,35.41435847142053,32.55335958181943,"POINT (35.41435847142053 32.55335958181943)","rural"
231,"2021-04-28 02:14:05.772",242262.35323145968,713939.8406105704,35.44716724888875,32.51937994377677,"POINT (35.44716724888875 32.51937994377677)","rural"
231,"2021-04-28 02:14:05.772",242262.35323145968,713939.8406105704,35.44716724888875,32.51937994377677,"POINT (35.44716724888875 32.51937994377677)","unknown"
429,"2021-04-28 02:14:05.663",241739.2210867884,714279.1442088942,35.44160759610757,32.52245015880608,"POINT (35.44160759610757 32.52245015880608)","rural"
430,"2021-04-28 02:14:05.446",243022.24593865388,714434.4442561127,35.45526716521764,32.52382404779087,"POINT (35.45526716521764 32.52382404779087)","unknown"
323,"2021-04-28 02:14:06.078",238689.6852734817,714894.3295615632,35.409162842896116,32.52805448025897,"POINT (35.409162842896116 32.52805448025897)","rural"
325,"2021-04-28 02:14:06.363",238184.1428529906,715247.898464406,35.403788871648956,32.53125135640602,"POINT (35.403788871648956 32.53125135640602)","rural"
423,"2021-04-28 02:14:06.707",240318.72847707497,717347.0702685955,35.426556873580076,32.55014205158658,"POINT (35.426556873580076 32.55014205158658)","rural"
428,"2021-04-28 02:14:06.497",241380.2135850429,717344.2386449818,35.43785804237061,32.55009604254784,"POINT (35.43785804237061 32.55009604254784)","urban"
19,"2021-04-28 02:14:06.224",243384.84379690932,717651.2491007171,35.459208373163904,32.55282298383996,"POINT (35.459208373163904 32.55282298383996)","rural"
378,"2021-04-28 02:14:07.882",240818.51437603257,713469.1070034284,35.43178979117186,32.51516392119586,"POINT (35.43178979117186 32.51516392119586)","urban"
228,"2021-04-28 02:14:07.290",242528.07962288157,716715.0910299588,35.45006347516508,32.54439958843392,"POINT (35.45006347516508 32.54439958843392)","rural"
425,"2021-04-28 02:14:07.659",237980.4086823825,714986.05993883,35.401615081125485,32.528893703095804,"POINT (35.401615081125485 32.528893703095804)","unknown"
407,"2021-04-28 02:14:07.301",241205.64337205508,715049.7943206793,35.435946360927815,32.529409900272945,"POINT (35.435946360927815 32.529409900272945)","water"
310,"2021-04-28 02:14:08.719",237725.35533356876,714787.0363268137,35.39889639021074,32.52710327705479,"POINT (35.39889639021074 32.52710327705479)","rural"
144,"2021-04-28 02:14:08.157",238177.53352213363,715269.9485720266,35.40371895824362,32.531450299949356,"POINT (35.40371895824362 32.531450299949356)","rural"
145,"2021-04-28 02:14:08.064",244300.8947634102,712999.2949282541,35.46883856389499,32.51085505444979,"POINT (35.46883856389499 32.51085505444979)","rural"
25,"2021-04-28 02:14:08.079",239708.67263296992,713905.6611381692,35.41998768910884,32.51912125211515,"POINT (35.41998768910884 32.51912125211515)","rural"
363,"2021-04-28 02:14:09.028",240932.7225163217,714075.350211205,35.43301909043145,32.52062838550634,"POINT (35.43301909043145 32.52062838550634)","urban"
161,"2021-04-28 02:14:09.048",240420.46752813304,718190.0100317593,35.427658868411726,32.55774111938979,"POINT (35.427658868411726 32.55774111938979)","water"
163,"2021-04-28 02:14:09.662",240691.5199809485,713813.6596777793,35.43044602943831,32.518273287200856,"POINT (35.43044602943831 32.518273287200856)","urban"
424,"2021-04-28 02:14:09.588",243611.24363045348,715153.826889375,35.46155464065714,32.53029824311496,"POINT (35.46155464065714 32.53029824311496)","rural"
429,"2021-04-28 02:14:09.663",241738.15059973023,714275.1526919849,35.441596107981766,32.522414187697734,"POINT (35.441596107981766 32.522414187697734)","rural"
430,"2021-04-28 02:14:09.446",243023.00177033263,714435.3293407927,35.4552752320924,32.52383201278577,"POINT (35.4552752320924 32.52383201278577)","unknown"
238,"2021-04-28 02:14:10.704",240695.92874879244,713715.8262618277,35.43049074272401,32.51739101103419,"POINT (35.43049074272401 32.51739101103419)","urban"
239,"2021-04-28 02:14:10.222",242369.09368145585,714777.7828858992,35.44832369851433,32.52693369497524,"POINT (35.44832369851433 32.52693369497524)","unknown"
423,"2021-04-28 02:14:10.707",240312.654254974,717351.1704874514,35.42649229461735,32.55017913849684,"POINT (35.42649229461735 32.55017913849684)","rural"
428,"2021-04-28 02:14:10.497",241350.24893461465,717311.3091047659,35.43753825267271,32.549799701084694,"POINT (35.43753825267271 32.549799701084694)","urban"
241,"2021-04-28 02:14:11.456",242738.1137046118,713087.0302127968,35.452209659106465,32.51168004452201,"POINT (35.452209659106465 32.51168004452201)","rural"
376,"2021-04-28 02:14:11.522",237211.02092473768,720023.7400484164,35.39352083729607,32.57433233910155,"POINT (35.39352083729607 32.57433233910155)","unknown"
220,"2021-04-28 02:14:11.715",242589.9871195611,718297.9353829648,35.450761523090065,32.55867116118253,"POINT (35.450761523090065 32.55867116118253)","rural"
167,"2021-04-28 02:14:11.017",243349.9985219353,713300.3532740467,35.458726797883564,32.513590642581136,"POINT (35.458726797883564 32.513590642581136)","rural"
167,"2021-04-28 02:14:11.017",243349.9985219353,713300.3532740467,35.458726797883564,32.513590642581136,"POINT (35.458726797883564 32.513590642581136)","rural"
425,"2021-04-28 02:14:11.658",237984.9489663339,714988.8507033689,35.401663463542704,32.528918792434396,"POINT (35.401663463542704 32.528918792434396)","unknown"
201,"2021-04-28 02:14:12.614",245274.6234929646,709952.7004539499,35.479117427530724,32.48336084698808,"POINT (35.479117427530724 32.48336084698808)","urban"
201,"2021-04-28 02:14:12.614",245274.6234929646,709952.7004539499,35.479117427530724,32.48336084698808,"POINT (35.479117427530724 32.48336084698808)","urban"
405,"2021-04-28 02:14:12.440",242063.07888241613,720901.0512156258,35.44521391491714,32.58215484778952,"POINT (35.44521391491714 32.58215484778952)","rural"
225,"2021-04-28 02:14:13.468",239173.40261915265,717701.9632023744,35.41437045530639,32.553363162224514,"POINT (35.41437045530639 32.553363162224514)","rural"
231,"2021-04-28 02:14:13.771",242250.81869398648,713947.2761424575,35.44704466711563,32.519447228844996,"POINT (35.44704466711563 32.519447228844996)","rural"
231,"2021-04-28 02:14:13.771",242250.81869398648,713947.2761424575,35.44704466711563,32.519447228844996,"POINT (35.44704466711563 32.519447228844996)","unknown"
424,"2021-04-28 02:14:13.588",243607.79215553484,715125.7729598153,35.46151718166214,32.53004534900616,"POINT (35.46151718166214 32.53004534900616)","rural"
429,"2021-04-28 02:14:13.662",241722.11038705663,714277.9376984936,35.44142545232062,32.52243962266224,"POINT (35.44142545232062 32.52243962266224)","rural"
430,"2021-04-28 02:14:13.446",243023.9998018968,714436.7013511528,35.45528588902563,32.52384436337437,"POINT (35.45528588902563 32.52384436337437)","unknown"
323,"2021-04-28 02:14:14.078",238678.17783662424,714900.4413345024,35.4090404822415,32.52810979118825,"POINT (35.4090404822415 32.52810979118825)","rural"
325,"2021-04-28 02:14:14.362",238183.4287107576,715264.2008944565,35.40378159474614,32.531398372061894,"POINT (35.40378159474614 32.531398372061894)","rural"
423,"2021-04-28 02:14:14.706",240300.6833008056,717350.2159607335,35.42636482304661,32.550170756356145,"POINT (35.42636482304661 32.550170756356145)","unknown"
428,"2021-04-28 02:14:14.497",241388.3288890641,717351.4913329239,35.43794461224916,32.55016128128189,"POINT (35.43794461224916 32.55016128128189)","urban"
19,"2021-04-28 02:14:14.224",243365.14850681892,717644.2031231279,35.458998499570434,32.55275987353525,"POINT (35.458998499570434 32.55275987353525)","rural"
378,"2021-04-28 02:14:15.881",240827.9096764599,713464.8459148401,35.431889683894376,32.51512531696305,"POINT (35.431889683894376 32.51512531696305)","urban"
228,"2021-04-28 02:14:15.290",242535.33059395564,716715.8616529691,35.450140687464966,32.54440638649046,"POINT (35.450140687464966 32.54440638649046)","rural"
425,"2021-04-28 02:14:15.658",237985.2834622872,714985.2209511899,35.40166695243883,32.52888605633544,"POINT (35.40166695243883 32.52888605633544)","unknown"
407,"2021-04-28 02:14:15.301",241183.15678150332,715066.3039880323,35.43570739113022,32.52955921272822,"POINT (35.43570739113022 32.52955921272822)","unknown"
310,"2021-04-28 02:14:16.719",237725.15707151205,714775.7012261096,35.39889405971136,32.527001068421484,"POINT (35.39889405971136 32.527001068421484)","rural"
144,"2021-04-28 02:14:16.156",238173.4918607997,715280.4952963936,35.40367614698489,32.53154547090309,"POINT (35.40367614698489 32.53154547090309)","rural"
145,"2021-04-28 02:14:16.064",244295.05871950663,712990.3530483816,35.46877622093195,32.510774553629375,"POINT (35.46877622093195 32.510774553629375)","unknown"
21,"2021-04-28 02:14:16.650",246135.65141710587,713389.7700925695,35.48837502909539,32.514333513482946,"POINT (35.48837502909539 32.514333513482946)","unknown"
25,"2021-04-28 02:14:16.078",239719.02539765165,713924.4113709627,35.4200982772048,32.51929013952132,"POINT (35.4200982772048 32.51929013952132)","rural"
25,"2021-04-28 02:14:16.078",239719.02539765165,713924.4113709627,35.4200982772048,32.51929013952132,"POINT (35.4200982772048 32.51929013952132)","urban"
363,"2021-04-28 02:14:17.028",240934.42180001017,714073.4248149183,35.433037132193334,32.52061099079875,"POINT (35.433037132193334 32.52061099079875)","urban"
161,"2021-04-28 02:14:17.048",240427.9901274558,718186.9499629532,35.42773889714948,32.557713383780396,"POINT (35.42773889714948 32.557713383780396)","water"
163,"2021-04-28 02:14:17.661",240721.2009487756,713844.4797068612,35.43076261673282,32.5185506321587,"POINT (35.43076261673282 32.5185506321587)","urban"
424,"2021-04-28 02:14:17.588",243599.8756269074,715080.0119031627,35.46143174127969,32.52963288245406,"POINT (35.46143174127969 32.52963288245406)","rural"
429,"2021-04-28 02:14:17.662",241725.130393917,714279.6273463895,35.44145763531987,32.522454798106146,"POINT (35.44145763531987 32.522454798106146)","rural"
430,"2021-04-28 02:14:17.446",243022.26136597196,714424.8870813325,35.45526708996058,32.52373786792651,"POINT (35.45526708996058 32.52373786792651)","unknown"
238,"2021-04-28 02:14:18.704",240649.8129915795,713763.543848013,35.43000101842838,32.517822175273395,"POINT (35.43000101842838 32.517822175273395)","urban"
239,"2021-04-28 02:14:18.221",242368.3403318601,714778.9653064815,35.448315708762486,32.526944372719996,"POINT (35.448315708762486 32.526944372719996)","unknown"
428,"2021-04-28 02:14:18.496",241377.9395665727,717341.5522359962,35.437833769071325,32.55007186351845,"POINT (35.437833769071325 32.55007186351845)","urban"
241,"2021-04-28 02:14:19.455",242731.5234563332,713090.8175969425,35.45213961885149,32.511714334547776,"POINT (35.45213961885149 32.511714334547776)","rural"
376,"2021-04-28 02:14:19.521",237277.05442114352,720018.9029870299,35.39422396981253,32.57428766212671,"POINT (35.39422396981253 32.57428766212671)","unknown"
229,"2021-04-28 02:14:19.053",236872.87782060052,715909.3836159037,35.38984346700254,32.537237509055934,"POINT (35.38984346700254 32.537237509055934)","rural"
220,"2021-04-28 02:14:19.715",242593.08859503057,718307.0051888515,35.4507947699162,32.55875288084157,"POINT (35.4507947699162 32.55875288084157)","rural"
167,"2021-04-28 02:14:19.017",243336.68347094645,713311.8439634613,35.45858538677001,32.513694543642394,"POINT (35.45858538677001 32.513694543642394)","rural"
425,"2021-04-28 02:14:19.658",237986.1141867883,714973.1217294354,35.4016755563527,32.52877694031815,"POINT (35.4016755563527 32.52877694031815)","unknown"
201,"2021-04-28 02:14:20.614",245276.9338702169,709947.5769344696,35.479141866614555,32.48331459301952,"POINT (35.479141866614555 32.48331459301952)","urban"
201,"2021-04-28 02:14:20.614",245276.9338702169,709947.5769344696,35.479141866614555,32.48331459301952,"POINT (35.479141866614555 32.48331459301952)","urban"
405,"2021-04-28 02:14:20.439",242066.57080987465,720920.894443393,35.44525158373714,32.582333706545306,"POINT (35.44525158373714 32.582333706545306)","rural"
225,"2021-04-28 02:14:21.467",239172.09618719816,717703.0212937996,35.41435656791173,32.55337272652185,"POINT (35.41435656791173 32.55337272652185)","rural"
231,"2021-04-28 02:14:21.771",242253.5012339379,713941.9421425151,35.447073088117605,32.51939907564097,"POINT (35.447073088117605 32.51939907564097)","rural"
231,"2021-04-28 02:14:21.771",242253.5012339379,713941.9421425151,35.447073088117605,32.51939907564097,"POINT (35.447073088117605 32.51939907564097)","unknown"
424,"2021-04-28 02:14:21.588",243587.54026845223,715065.8456742077,35.461300077892815,32.52950541030298,"POINT (35.461300077892815 32.52950541030298)","rural"
429,"2021-04-28 02:14:21.662",241730.2752903289,714262.5363781798,35.44151198955634,32.522300580990134,"POINT (35.44151198955634 32.522300580990134)","rural"
430,"2021-04-28 02:14:21.445",243022.91869848396,714434.0460080521,35.455274315761464,32.52382044240336,"POINT (35.455274315761464 32.52382044240336)","unknown"
323,"2021-04-28 02:14:22.077",238672.47566103545,714877.585935199,35.408979320970055,32.52790379630305,"POINT (35.408979320970055 32.52790379630305)","rural"
325,"2021-04-28 02:14:22.362",238201.51537847312,715252.7625783756,35.40397388905103,32.531294924202136,"POINT (35.40397388905103 32.531294924202136)","rural"
423,"2021-04-28 02:14:22.706",240320.7084332747,717350.2911288294,35.426578024986604,32.550171057614236,"POINT (35.426578024986604 32.550171057614236)","rural"
428,"2021-04-28 02:14:22.496",241363.8362721269,717320.5880841829,35.437683127792496,32.5498831035145,"POINT (35.437683127792496 32.5498831035145)","urban"
19,"2021-04-28 02:14:22.224",243364.51915555107,717647.8025047941,35.45899189054521,32.552792343507505,"POINT (35.45899189054521 32.552792343507505)","rural"
378,"2021-04-28 02:14:23.881",240830.843549379,713453.5261029685,35.4319206504892,32.515023186488094,"POINT (35.4319206504892 32.515023186488094)","urban"
228,"2021-04-28 02:14:23.289",242529.4114274092,716721.0232133506,35.450077799143585,32.54445305262331,"POINT (35.450077799143585 32.54445305262331)","rural"
425,"2021-04-28 02:14:23.658",237988.9460015524,714981.681044612,35.401705867250726,32.528854074835735,"POINT (35.401705867250726 32.528854074835735)","unknown"
407,"2021-04-28 02:14:23.300",241191.41351858675,715048.9546677703,35.43579487641978,32.52940260764514,"POINT (35.43579487641978 32.52940260764514)","water"
310,"2021-04-28 02:14:24.718",237724.6543198281,714784.2139932605,35.39888887383898,32.527077838790795,"POINT (35.39888887383898 32.527077838790795)","rural"
144,"2021-04-28 02:14:24.156",238181.21470256115,715258.5928192631,35.40375791618561,32.53134783982504,"POINT (35.40375791618561 32.53134783982504)","rural"
21,"2021-04-28 02:14:24.649",246137.70955521768,713412.6971699526,35.48839758261128,32.51454020322328,"POINT (35.48839758261128 32.51454020322328)","unknown"
25,"2021-04-28 02:14:24.078",239700.76638721573,713906.907583651,35.41990356993988,32.51913263585375,"POINT (35.41990356993988 32.51913263585375)","rural"
363,"2021-04-28 02:14:25.027",240937.42555226665,714072.1363409767,35.43306907213569,32.5205993141588,"POINT (35.43306907213569 32.5205993141588)","urban"
161,"2021-04-28 02:14:25.047",240437.93746118576,718182.3743801368,35.427844709383365,32.55767193649872,"POINT (35.427844709383365 32.55767193649872)","unknown"
163,"2021-04-28 02:14:25.661",240665.4636625984,713746.0065962907,35.430167190304275,32.517663738041946,"POINT (35.430167190304275 32.517663738041946)","urban"
424,"2021-04-28 02:14:25.587",243572.86070438087,715021.8441309966,35.46114269758921,32.52910895649456,"POINT (35.46114269758921 32.52910895649456)","rural"
429,"2021-04-28 02:14:25.662",241716.74517199167,714240.580636029,35.44136746436449,32.52210287144742,"POINT (35.44136746436449 32.52210287144742)","rural"
430,"2021-04-28 02:14:25.445",243022.5252314657,714434.4779654923,35.45527013871658,32.52382434582853,"POINT (35.45527013871658 32.52382434582853)","unknown"
238,"2021-04-28 02:14:26.703",240637.09727277185,713783.163557914,35.42986612906633,32.51799933442475,"POINT (35.42986612906633 32.51799933442475)","urban"
239,"2021-04-28 02:14:26.221",242368.4500186456,714779.3304628163,35.448316885151954,32.52694766316595,"POINT (35.448316885151954 32.52694766316595)","unknown"
423,"2021-04-28 02:14:26.706",240316.33749968963,717350.0652087075,35.42653148423622,32.5501691026594,"POINT (35.42653148423622 32.5501691026594)","rural"
428,"2021-04-28 02:14:26.496",241380.8283520103,717342.6645441256,35.43786455081871,32.55008183635829,"POINT (35.43786455081871 32.55008183635829)","urban"
241,"2021-04-28 02:14:27.455",242725.33665785924,713095.1133742207,35.45207388465988,32.51175320040575,"POINT (35.45207388465988 32.51175320040575)","rural"
376,"2021-04-28 02:14:27.521",237177.99471545976,720027.1576096717,35.39316918888441,32.574363684750004,"POINT (35.39316918888441 32.574363684750004)","unknown"
229,"2021-04-28 02:14:27.052",236840.7008475673,715942.4469612524,35.38950155040421,32.53753615513017,"POINT (35.38950155040421 32.53753615513017)","rural"
220,"2021-04-28 02:14:27.715",242593.38298755328,718306.2193865762,35.45079788513502,32.55874578895108,"POINT (35.45079788513502 32.55874578895108)","rural"
167,"2021-04-28 02:14:27.016",243345.23322330872,713300.14227696,35.45867607881013,32.51358884247244,"POINT (35.45867607881013 32.51358884247244)","rural"
167,"2021-04-28 02:14:27.016",243345.23322330872,713300.14227696,35.45867607881013,32.51358884247244,"POINT (35.45867607881013 32.51358884247244)","rural"
425,"2021-04-28 02:14:27.657",238001.31946786112,714958.6699648574,35.40183711827581,32.528646370665165,"POINT (35.40183711827581 32.528646370665165)","rural"
201,"2021-04-28 02:14:28.613",245275.1144214747,709952.1715261593,35.47912263589098,32.48335606608742,"POINT (35.47912263589098 32.48335606608742)","urban"
201,"2021-04-28 02:14:28.613",245275.1144214747,709952.1715261593,35.47912263589098,32.48335606608742,"POINT (35.47912263589098 32.48335606608742)","urban"
405,"2021-04-28 02:14:28.439",242075.5029418429,720947.6347338685,35.44534735963693,32.582574646284606,"POINT (35.44534735963693 32.582574646284606)","rural"
225,"2021-04-28 02:14:29.467",239176.10494295927,717700.7568754116,35.414399201672545,32.55335223642705,"POINT (35.414399201672545 32.55335223642705)","rural"
231,"2021-04-28 02:14:29.770",242252.47240377957,713943.8912850764,35.44706218552006,32.51941667271342,"POINT (35.44706218552006 32.51941667271342)","rural"
231,"2021-04-28 02:14:29.770",242252.47240377957,713943.8912850764,35.44706218552006,32.51941667271342,"POINT (35.44706218552006 32.51941667271342)","unknown"
424,"2021-04-28 02:14:29.587",243564.63540978727,714999.533687235,35.46105457453656,32.528907956346956,"POINT (35.46105457453656 32.528907956346956)","rural"
429,"2021-04-28 02:14:29.662",241721.72754146397,714211.2887509129,35.44141979992255,32.52183863862608,"POINT (35.44141979992255 32.52183863862608)","rural"
430,"2021-04-28 02:14:29.445",243025.78923255348,714438.9749955798,35.45530499181888,32.523864827430025,"POINT (35.45530499181888 32.523864827430025)","unknown"
323,"2021-04-28 02:14:30.077",238666.4772639124,714890.0535066781,35.40891572861379,32.52801632376252,"POINT (35.40891572861379 32.52801632376252)","rural"
325,"2021-04-28 02:14:30.361",238196.34552912007,715229.3912772665,35.4039183931403,32.53108426590001,"POINT (35.4039183931403 32.53108426590001)","rural"
423,"2021-04-28 02:14:30.706",240320.7933592584,717349.4687490355,35.426578910895444,32.550163640419306,"POINT (35.426578910895444 32.550163640419306)","rural"
428,"2021-04-28 02:14:30.496",241376.01212426904,717330.802302316,35.4378129974806,32.54997496693984,"POINT (35.4378129974806 32.54997496693984)","urban"
19,"2021-04-28 02:14:30.223",243397.39004493455,717644.1739015614,35.45934177174217,32.55275891445137,"POINT (35.45934177174217 32.55275891445137)","rural"
378,"2021-04-28 02:14:31.880",240811.30703017872,713484.0355678684,35.431713425787386,32.515298674985225,"POINT (35.431713425787386 32.515298674985225)","urban"
228,"2021-04-28 02:14:31.289",242518.4386184152,716719.1316654189,35.449960936827566,32.544436224267436,"POINT (35.449960936827566 32.544436224267436)","rural"
425,"2021-04-28 02:14:31.657",237978.5100842899,714976.0915381539,35.40159467581629,32.52880384685592,"POINT (35.40159467581629 32.52880384685592)","unknown"
407,"2021-04-28 02:14:31.300",241185.28858157963,715061.3693258034,35.435729968392735,32.529514673837,"POINT (35.435729968392735 32.529514673837)","water"
310,"2021-04-28 02:14:32.718",237724.2757071079,714782.1067604846,35.398884802975964,32.527058843491794,"POINT (35.398884802975964 32.527058843491794)","rural"
144,"2021-04-28 02:14:32.155",238180.9535179692,715265.449712109,35.40375527258839,32.53140967476614,"POINT (35.40375527258839 32.53140967476614)","rural"
25,"2021-04-28 02:14:32.078",239662.2565428082,713879.1958003246,35.41949311528662,32.5188834521134,"POINT (35.41949311528662 32.5188834521134)","rural"
363,"2021-04-28 02:14:33.027",240936.93915112905,714074.3262834016,35.43306394530662,32.52061907089298,"POINT (35.43306394530662 32.52061907089298)","urban"
161,"2021-04-28 02:14:33.047",240431.8044503932,718183.727103402,35.427779438250404,32.55768425035988,"POINT (35.427779438250404 32.55768425035988)","water"
424,"2021-04-28 02:14:33.587",243559.5054368338,714977.000199497,35.460999392999454,32.528704877675466,"POINT (35.460999392999454 32.528704877675466)","rural"
429,"2021-04-28 02:14:33.661",241712.81384446195,714205.3989792226,35.44132478957759,32.521785707669366,"POINT (35.44132478957759 32.521785707669366)","rural"
430,"2021-04-28 02:14:33.445",243021.09985814476,714427.6970440918,35.45525479785932,32.52376323074824,"POINT (35.45525479785932 32.52376323074824)","unknown"
