TAG,TX,TIME,X,Y,Z,FREQ,DIM,NBS,NCONSTRAINTS,PENALTY,GRADNRM,VARX,VARY,VARZ,COVXY,COVXZ,COVYZ
972006000025,972006000025,1619577895999,239649.43204048544,713906.4683223595,-47,432403931,2,4,4,0.6658575534820557,1.2694279405423003e-08,106.37846374511719,50.56838607788086,,50.399627685546875,,
972006000226,972006000226,1619577896342,242829.23680943516,713234.2291020185,-104,432403931,2,4,4,2.280383586883545,4.3007875039080545e-10,313.40814208984375,1041.099365234375,,460.0871276855469,,
972006000363,972006000363,1619577896893,240936.20481552763,714076.6058502536,-91,432403931,2,6,6,6.3060784339904785,2.4868335168903855e-10,3.5303375720977783,3.5273191928863525,,-2.777486801147461,,
972006000492,972006000492,1619577896188,239427.96810995037,719630.7906978618,7,432403931,2,4,4,6.8924126625061035,1.0157580021541435e-07,27.514890670776367,39.88529586791992,,-31.50264549255371,,
972006000310,972006000310,1619577896592,237726.82357359547,714790.6613603659,-51,432403931,2,5,5,2.414071798324585,2.2919299169643637e-07,11.290224075317383,76.3929443359375,,-21.358436584472656,,
972006000161,972006000161,1619577896917,240426.88613084704,718172.1757882602,-67,432403931,2,6,6,1.5642374753952026,3.4515323932282627e-09,7.396121501922607,2.2860403060913086,,-1.9632315635681152,,
972006000021,972006000021,1619577896559,246128.44811514858,713398.5072557384,-119,432403931,2,3,3,0.04244131222367287,8.633895820508997e-10,366.3856201171875,210.06234741210938,,250.06655883789062,,
972006000493,972006000493,1619577897468,239485.96541888677,719672.6742408484,11,432403931,2,4,4,7.424933910369873,2.2350617712163512e-07,24.0058536529541,36.262149810791016,,-28.05765724182129,,
972006000424,972006000424,1619577897478,243488.75453960718,713300.8082167368,-110,432403931,2,5,5,1.7692441940307617,4.2231262931125e-10,142.93734741210938,295.27099609375,,184.03506469726562,,
972006000429,972006000429,1619577897558,241765.96403317497,714593.9789452214,-97,432403931,2,7,7,4.452479839324951,3.4751677091549027e-09,1.6122546195983887,1.6130955219268799,,-0.8438714742660522,,
